Source path,Class name,Method name,Pattern type,Exception types,Handling strategy,Logging framework,Log level
src/main/java/nonapi/io/github/classgraph/classloaderhandler/ClassLoaderHandlerRegistry.java,nonapi.io.github.classgraph.classloaderhandler.ClassLoaderHandlerRegistry$ClassLoaderHandlerRegistryEntry,canHandle,try-catch,Throwable,wrap,,
src/main/java/nonapi/io/github/classgraph/classloaderhandler/ClassLoaderHandlerRegistry.java,nonapi.io.github.classgraph.classloaderhandler.ClassLoaderHandlerRegistry$ClassLoaderHandlerRegistryEntry,findClassLoaderOrder,try-catch,Throwable,wrap,,
src/main/java/nonapi/io/github/classgraph/classloaderhandler/ClassLoaderHandlerRegistry.java,nonapi.io.github.classgraph.classloaderhandler.ClassLoaderHandlerRegistry$ClassLoaderHandlerRegistryEntry,findClasspathOrder,try-catch,Throwable,wrap,,
src/main/java/nonapi/io/github/classgraph/classloaderhandler/CxfContainerClassLoaderHandler.java,nonapi.io.github.classgraph.classloaderhandler.CxfContainerClassLoaderHandler,findClassLoaderOrder,try-catch,LinkageError | ClassNotFoundException,ignore,,
src/main/java/nonapi/io/github/classgraph/classloaderhandler/QuarkusClassLoaderHandler.java,nonapi.io.github.classgraph.classloaderhandler.QuarkusClassLoaderHandler,findClasspathOrderForRuntimeClassloader,try-catch,IOError | SecurityException,log,,
src/main/java/nonapi/io/github/classgraph/classloaderhandler/TomcatWebappClassLoaderBaseHandler.java,nonapi.io.github.classgraph.classloaderhandler.TomcatWebappClassLoaderBaseHandler,findClassLoaderOrder,try-catch,LinkageError | ClassNotFoundException,ignore,,
src/main/java/nonapi/io/github/classgraph/classloaderhandler/WebsphereLibertyClassLoaderHandler.java,nonapi.io.github.classgraph.classloaderhandler.WebsphereLibertyClassLoaderHandler,callGetUrls,try-catch,UnsupportedOperationException,ignore,,
src/main/java/nonapi/io/github/classgraph/classpath/CallStackReader.java,nonapi.io.github.classgraph.classpath.CallStackReader,getCallStackViaStackWalker,try-catch,Exception | LinkageError,recover,,
src/main/java/nonapi/io/github/classgraph/classpath/CallStackReader.java,nonapi.io.github.classgraph.classpath.CallStackReader,invoke,throws-declaration,Throwable,propagate,,
src/main/java/nonapi/io/github/classgraph/classpath/CallStackReader.java,nonapi.io.github.classgraph.classpath.CallStackReader,getCallStackViaSecurityManager,try-catch,Throwable,log+recover,,
src/main/java/nonapi/io/github/classgraph/classpath/CallStackReader.java,nonapi.io.github.classgraph.classpath.CallStackReader,getClassContext,try-catch,Throwable,ignore,,
src/main/java/nonapi/io/github/classgraph/classpath/CallStackReader.java,nonapi.io.github.classgraph.classpath.CallStackReader,call,throws-declaration,Exception,propagate,,
src/main/java/nonapi/io/github/classgraph/classpath/CallStackReader.java,nonapi.io.github.classgraph.classpath.CallStackReader,call,try-catch,Throwable,ignore,,
src/main/java/nonapi/io/github/classgraph/classpath/CallStackReader.java,nonapi.io.github.classgraph.classpath.CallStackReader,call,throws-declaration,Exception,propagate,,
src/main/java/nonapi/io/github/classgraph/classpath/CallStackReader.java,nonapi.io.github.classgraph.classpath.CallStackReader,call,try-catch,Exception,custom,,
src/main/java/nonapi/io/github/classgraph/classpath/CallStackReader.java,nonapi.io.github.classgraph.classpath.CallStackReader,call,try-catch,ClassNotFoundException | LinkageError,ignore,,
src/main/java/nonapi/io/github/classgraph/classpath/ClassLoaderFinder.java,nonapi.io.github.classgraph.classpath.ClassLoaderFinder,ClassLoaderFinder,try-catch,IllegalArgumentException,log,,
src/main/java/nonapi/io/github/classgraph/classpath/ClasspathOrder.java,nonapi.io.github.classgraph.classpath.ClasspathOrder$ClasspathElementAndClassLoader,addClasspathEntry,try-catch,MalformedURLException | URISyntaxException | InvalidPathException,recover,,
src/main/java/nonapi/io/github/classgraph/classpath/ClasspathOrder.java,nonapi.io.github.classgraph.classpath.ClasspathOrder$ClasspathElementAndClassLoader,addClasspathEntry,try-catch,IOError | SecurityException,custom,,
src/main/java/nonapi/io/github/classgraph/classpath/ClasspathOrder.java,nonapi.io.github.classgraph.classpath.ClasspathOrder$ClasspathElementAndClassLoader,addClasspathEntry,try-catch,MalformedURLException | IllegalArgumentException | IOError | SecurityException,log,,
src/main/java/nonapi/io/github/classgraph/classpath/ClasspathOrder.java,nonapi.io.github.classgraph.classpath.ClasspathOrder$ClasspathElementAndClassLoader,addClasspathEntry,try-catch,MalformedURLException | IllegalArgumentException | IOError | SecurityException,log,,
src/main/java/nonapi/io/github/classgraph/classpath/ModuleFinder.java,nonapi.io.github.classgraph.classpath.ModuleFinder,findModuleRefs,try-catch,IllegalArgumentException,log,,
src/main/java/nonapi/io/github/classgraph/classpath/ModuleFinder.java,nonapi.io.github.classgraph.classpath.ModuleFinder,findModuleRefsFromCallstack,try-catch,ClassNotFoundException | LinkageError,ignore,,
src/main/java/nonapi/io/github/classgraph/classpath/SystemJarFinder.java,nonapi.io.github.classgraph.classpath.SystemJarFinder,addJREPath,try-catch,IOException | SecurityException,ignore,,
src/main/java/nonapi/io/github/classgraph/concurrency/AutoCloseableExecutorService.java,nonapi.io.github.classgraph.concurrency.AutoCloseableExecutorService,afterExecute,try-catch,CancellationException | InterruptedException,custom,,
src/main/java/nonapi/io/github/classgraph/concurrency/AutoCloseableExecutorService.java,nonapi.io.github.classgraph.concurrency.AutoCloseableExecutorService,afterExecute,try-catch,ExecutionException,custom,,
src/main/java/nonapi/io/github/classgraph/concurrency/AutoCloseableExecutorService.java,nonapi.io.github.classgraph.concurrency.AutoCloseableExecutorService,close,try-catch,SecurityException,ignore,,
src/main/java/nonapi/io/github/classgraph/concurrency/AutoCloseableExecutorService.java,nonapi.io.github.classgraph.concurrency.AutoCloseableExecutorService,close,try-catch,InterruptedException,custom,,
src/main/java/nonapi/io/github/classgraph/concurrency/AutoCloseableExecutorService.java,nonapi.io.github.classgraph.concurrency.AutoCloseableExecutorService,close,try-catch,SecurityException,wrap,,
src/main/java/nonapi/io/github/classgraph/concurrency/InterruptionChecker.java,nonapi.io.github.classgraph.concurrency.InterruptionChecker,check,throws-declaration,"InterruptedException, ExecutionException",propagate,,
src/main/java/nonapi/io/github/classgraph/concurrency/SimpleThreadFactory.java,nonapi.io.github.classgraph.concurrency.SimpleThreadFactory,newThread,try-catch,Throwable,ignore,,
src/main/java/nonapi/io/github/classgraph/concurrency/SingletonMap.java,nonapi.io.github.classgraph.concurrency.SingletonMap$SingletonHolder,set,throws-declaration,IllegalArgumentException,propagate,,
src/main/java/nonapi/io/github/classgraph/concurrency/SingletonMap.java,nonapi.io.github.classgraph.concurrency.SingletonMap$SingletonHolder,get,throws-declaration,InterruptedException,propagate,,
src/main/java/nonapi/io/github/classgraph/concurrency/SingletonMap.java,nonapi.io.github.classgraph.concurrency.SingletonMap$SingletonHolder,newInstance,throws-declaration,"E, InterruptedException",propagate,,
src/main/java/nonapi/io/github/classgraph/concurrency/SingletonMap.java,nonapi.io.github.classgraph.concurrency.SingletonMap$SingletonHolder,get,throws-declaration,"E, InterruptedException, SingletonMap.NullSingletonException, SingletonMap.NewInstanceException",propagate,,
src/main/java/nonapi/io/github/classgraph/concurrency/SingletonMap.java,nonapi.io.github.classgraph.concurrency.SingletonMap$SingletonHolder,get,try-catch,Throwable,wrap,,
src/main/java/nonapi/io/github/classgraph/concurrency/SingletonMap.java,nonapi.io.github.classgraph.concurrency.SingletonMap$SingletonHolder,values,throws-declaration,InterruptedException,propagate,,
src/main/java/nonapi/io/github/classgraph/concurrency/SingletonMap.java,nonapi.io.github.classgraph.concurrency.SingletonMap$SingletonHolder,entries,throws-declaration,InterruptedException,propagate,,
src/main/java/nonapi/io/github/classgraph/concurrency/SingletonMap.java,nonapi.io.github.classgraph.concurrency.SingletonMap$SingletonHolder,remove,throws-declaration,InterruptedException,propagate,,
src/main/java/nonapi/io/github/classgraph/concurrency/WorkQueue.java,nonapi.io.github.classgraph.concurrency.WorkQueue$WorkUnitProcessor,processWorkUnit,throws-declaration,InterruptedException,propagate,,
src/main/java/nonapi/io/github/classgraph/concurrency/WorkQueue.java,nonapi.io.github.classgraph.concurrency.WorkQueue$WorkUnitProcessor,runWorkQueue,throws-declaration,"InterruptedException, ExecutionException",propagate,,
src/main/java/nonapi/io/github/classgraph/concurrency/WorkQueue.java,nonapi.io.github.classgraph.concurrency.WorkQueue$WorkUnitProcessor,call,throws-declaration,Exception,propagate,,
src/main/java/nonapi/io/github/classgraph/concurrency/WorkQueue.java,nonapi.io.github.classgraph.concurrency.WorkQueue$WorkUnitProcessor,runWorkLoop,throws-declaration,"InterruptedException, ExecutionException",propagate,,
src/main/java/nonapi/io/github/classgraph/concurrency/WorkQueue.java,nonapi.io.github.classgraph.concurrency.WorkQueue$WorkUnitProcessor,runWorkLoop,try-catch,InterruptedException | Error,rethrow,,
src/main/java/nonapi/io/github/classgraph/concurrency/WorkQueue.java,nonapi.io.github.classgraph.concurrency.WorkQueue$WorkUnitProcessor,runWorkLoop,try-catch,RuntimeException,wrap,,
src/main/java/nonapi/io/github/classgraph/concurrency/WorkQueue.java,nonapi.io.github.classgraph.concurrency.WorkQueue$WorkUnitProcessor,close,throws-declaration,ExecutionException,propagate,,
src/main/java/nonapi/io/github/classgraph/concurrency/WorkQueue.java,nonapi.io.github.classgraph.concurrency.WorkQueue$WorkUnitProcessor,close,try-catch,CancellationException,log,,
src/main/java/nonapi/io/github/classgraph/concurrency/WorkQueue.java,nonapi.io.github.classgraph.concurrency.WorkQueue$WorkUnitProcessor,close,try-catch,InterruptedException,log,,
src/main/java/nonapi/io/github/classgraph/concurrency/WorkQueue.java,nonapi.io.github.classgraph.concurrency.WorkQueue$WorkUnitProcessor,close,try-catch,ExecutionException,custom,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/FastZipEntry.java,nonapi.io.github.classgraph.fastzipfilereader.FastZipEntry,getSlice,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/LogicalZipFile.java,nonapi.io.github.classgraph.fastzipfilereader.LogicalZipFile,LogicalZipFile,throws-declaration,"IOException, InterruptedException",propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/LogicalZipFile.java,nonapi.io.github.classgraph.fastzipfilereader.LogicalZipFile,getManifestValue,try-catch,UnsupportedEncodingException,wrap,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/LogicalZipFile.java,nonapi.io.github.classgraph.fastzipfilereader.LogicalZipFile,parseManifest,throws-declaration,"IOException, InterruptedException",propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/LogicalZipFile.java,nonapi.io.github.classgraph.fastzipfilereader.LogicalZipFile,readCentralDirectory,throws-declaration,"IOException, InterruptedException",propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/LogicalZipFile.java,nonapi.io.github.classgraph.fastzipfilereader.LogicalZipFile,readCentralDirectory,try-catch,EOFException | IndexOutOfBoundsException,log,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/LogicalZipFile.java,nonapi.io.github.classgraph.fastzipfilereader.LogicalZipFile,readCentralDirectory,try-catch,IllegalArgumentException,wrap,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,newInstance,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,newInstance,throws-declaration,"IOException, InterruptedException",propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,newInstance,throws-declaration,"IOException, InterruptedException",propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,newInstance,throws-declaration,"IOException, InterruptedException",propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,newInstance,try-catch,NullSingletonException | NewInstanceException,wrap,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,newInstance,try-catch,SecurityException,wrap,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,newInstance,try-catch,SingletonMap.NullSingletonException,wrap,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,newInstance,try-catch,SingletonMap.NewInstanceException,wrap,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,newInstance,try-catch,SingletonMap.NullSingletonException,wrap,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,newInstance,try-catch,SingletonMap.NewInstanceException,wrap,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,newInstance,try-catch,SingletonMap.NullSingletonException,wrap,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,newInstance,try-catch,SingletonMap.NewInstanceException,wrap,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,newInstance,try-catch,SingletonMap.NullSingletonException,wrap,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,newInstance,try-catch,SingletonMap.NewInstanceException,wrap,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,newInstance,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,newInstance,throws-declaration,RuntimeException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,makeTempFile,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,removeTempFile,throws-declaration,"IOException, SecurityException",propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,markSliceAsOpen,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,downloadJarFromURL,throws-declaration,"IOException, InterruptedException",propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,downloadJarFromURL,try-catch,MalformedURLException,custom,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,downloadJarFromURL,try-catch,MalformedURLException | IllegalArgumentException | URISyntaxException,wrap,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,downloadJarFromURL,try-catch,IllegalArgumentException | SecurityException | URISyntaxException,wrap,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,downloadJarFromURL,try-catch,FileSystemNotFoundException,ignore,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,close,try-catch,URISyntaxException,ignore,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler,close,try-catch,MalformedURLException,wrap,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler$RecyclableInflater,openInflaterInputStream,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler$RecyclableInflater,read,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler$RecyclableInflater,read,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler$RecyclableInflater,read,try-catch,DataFormatException,wrap,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler$RecyclableInflater,skip,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler$RecyclableInflater,available,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler$RecyclableInflater,reset,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler$RecyclableInflater,close,try-catch,Exception,ignore,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler$RecyclableInflater,readAllBytesWithSpilloverToDisk,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler$RecyclableInflater,spillToDisk,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler$RecyclableInflater,spillToDisk,try-catch,IOException,wrap,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler$RecyclableInflater,readAllBytesAsArray,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler$RecyclableInflater,close,try-catch,InterruptedException,custom,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler$RecyclableInflater,close,try-catch,IOException,ignore,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/NestedJarHandler.java,nonapi.io.github.classgraph.fastzipfilereader.NestedJarHandler$RecyclableInflater,close,try-catch,IOException | SecurityException,log,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/PhysicalZipFile.java,nonapi.io.github.classgraph.fastzipfilereader.PhysicalZipFile,PhysicalZipFile,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/PhysicalZipFile.java,nonapi.io.github.classgraph.fastzipfilereader.PhysicalZipFile,PhysicalZipFile,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/PhysicalZipFile.java,nonapi.io.github.classgraph.fastzipfilereader.PhysicalZipFile,PhysicalZipFile,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/PhysicalZipFile.java,nonapi.io.github.classgraph.fastzipfilereader.PhysicalZipFile,PhysicalZipFile,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/ZipFileSlice.java,nonapi.io.github.classgraph.fastzipfilereader.ZipFileSlice,ZipFileSlice,throws-declaration,"IOException, InterruptedException",propagate,,
src/main/java/nonapi/io/github/classgraph/fastzipfilereader/ZipFileSlice.java,nonapi.io.github.classgraph.fastzipfilereader.ZipFileSlice,getPhysicalFile,try-catch,UnsupportedOperationException,recover,,
src/main/java/nonapi/io/github/classgraph/fileslice/ArraySlice.java,nonapi.io.github.classgraph.fileslice.ArraySlice,load,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/FileSlice.java,nonapi.io.github.classgraph.fileslice.FileSlice,FileSlice,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/FileSlice.java,nonapi.io.github.classgraph.fileslice.FileSlice,FileSlice,try-catch,IOException | OutOfMemoryError,log,,
src/main/java/nonapi/io/github/classgraph/fileslice/FileSlice.java,nonapi.io.github.classgraph.fileslice.FileSlice,FileSlice,try-catch,Throwable,ignore,,
src/main/java/nonapi/io/github/classgraph/fileslice/FileSlice.java,nonapi.io.github.classgraph.fileslice.FileSlice,FileSlice,try-catch,IOException | OutOfMemoryError,log,,
src/main/java/nonapi/io/github/classgraph/fileslice/FileSlice.java,nonapi.io.github.classgraph.fileslice.FileSlice,FileSlice,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/FileSlice.java,nonapi.io.github.classgraph.fileslice.FileSlice,load,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/FileSlice.java,nonapi.io.github.classgraph.fileslice.FileSlice,read,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/FileSlice.java,nonapi.io.github.classgraph.fileslice.FileSlice,close,try-catch,IOException,ignore,,
src/main/java/nonapi/io/github/classgraph/fileslice/PathSlice.java,nonapi.io.github.classgraph.fileslice.PathSlice,PathSlice,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/PathSlice.java,nonapi.io.github.classgraph.fileslice.PathSlice,PathSlice,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/PathSlice.java,nonapi.io.github.classgraph.fileslice.PathSlice,load,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/PathSlice.java,nonapi.io.github.classgraph.fileslice.PathSlice,read,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/PathSlice.java,nonapi.io.github.classgraph.fileslice.PathSlice,close,try-catch,IOException,ignore,,
src/main/java/nonapi/io/github/classgraph/fileslice/Slice.java,nonapi.io.github.classgraph.fileslice.Slice,open,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/Slice.java,nonapi.io.github.classgraph.fileslice.Slice,open,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/Slice.java,nonapi.io.github.classgraph.fileslice.Slice,read,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/Slice.java,nonapi.io.github.classgraph.fileslice.Slice,read,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/Slice.java,nonapi.io.github.classgraph.fileslice.Slice,skip,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/Slice.java,nonapi.io.github.classgraph.fileslice.Slice,close,try-catch,Exception,ignore,,
src/main/java/nonapi/io/github/classgraph/fileslice/Slice.java,nonapi.io.github.classgraph.fileslice.Slice,load,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/Slice.java,nonapi.io.github.classgraph.fileslice.Slice,loadAsString,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/Slice.java,nonapi.io.github.classgraph.fileslice.Slice,read,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/Slice.java,nonapi.io.github.classgraph.fileslice.Slice,close,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,ClassfileReader,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,ClassfileReader,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,readTo,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,bufferTo,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,read,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,read,try-catch,IndexOutOfBoundsException,wrap,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,read,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,read,try-catch,BufferUnderflowException | IndexOutOfBoundsException | ReadOnlyBufferException,wrap,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,readByte,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,readUnsignedByte,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,readShort,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,readUnsignedShort,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,readInt,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,readUnsignedInt,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,readLong,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,readByte,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,readUnsignedByte,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,readShort,throws-declaration,IOException,propagate,,
src/main/java/nonapi/io/github/classgraph/fileslice/reader/ClassfileReader.java,nonapi.io.github.classgraph.fileslice.reader.ClassfileReader,readUnsignedShort,throws-declaration,IOException,propagate,,
